번호,게시판,제목,작성자,날짜,조회수
20267,정보 공유,미세먼지 많거나 비올때 집에서 춤이라도 춰서 운동합시다,브레이크쓰루우,2026.03.09.,66
20268,정보 공유,위해의약품지정되어 통관못하는 것은 과정이 좀 복잡합니다.,천천히00,2026.03.10.,59
20269,정보 공유,비타민 K2 메가도스 폭탄으로  암세포 3일만에 사멸,브레이크쓰루우,2026.03.11.,262
20270,정보 공유,비타민 k2 암세포 사멸 기전과 용량에 대한 제미나이의 답변,브레이크쓰루우,2026.03.11.,116
20272,정보 공유,비타민 k2 45mg  쿠평 에서 신속 구매가능,브레이크쓰루우,2026.03.12.,88
20273,정보 공유,새우젓(추젓만)에도 항암효능이?,브레이크쓰루우,2026.03.12.,89
20274,정보 공유,[마크 린턴] 너무 부럽습니다. 멋진 사진 한장 보셔요. 이들은 모여서 긍정의 에너지를 더 높이고 있어요. 우리는?,꿈많은사람2,2026.03.12.,99
20275,가입 인사,"안녕하세요, 가입 인사 드리며 , 고민도 올려봅니다. (육종암 재발 부위 크게 절제 수술 고민)",건강한 햇살,2026.03.13.,98
20276,암 호전사례 정보,"[해외호전사례] 미국 여성 Trina (약 60대후반) 위암 말기 2023년 2월, 지금은 관해 cancer free for 3 years - 조티펜스 복용법",꿈많은사람2,2026.03.13.,155
20277,정보 공유,연근의 항암효능과 작용기전,브레이크쓰루우,2026.03.14.,80
20278,정보 공유,전세계 1% 완전치유의 비밀.20년 추적기,브레이크쓰루우,2026.03.14.,125
20279,자유게시판,오랫만에 글쓰네요!,핔크리,2026.03.15.,38
20280,자유게시판,특이한 기사: CIA가 수년간 숨겨왔던 잠재적 암 치료 약물에 대한 새로운 특허가 공개되면서 분노가 거세지고 있다.,늘푸른행복나무,2026.03.15.,124
20281,정보 공유,대변에 따른 위험신호,브레이크쓰루우,2026.03.15.,73
20282,정보 공유,[해외속보] 캐나다 윌리암 마키스 William Makis 실체 폭로 - 고용량 펜벤다졸 페북 그룹의 Zahrah Sita의 게시글,꿈많은사람2,2026.03.15.,233
20283,자유게시판,장내 유익균 관리법 면역력!,빙그르르르르르르,2026.03.15.,70
20284,자유게시판,구충제 -> 운모 -> 개똥쑥,빙그르르르르르르,2026.03.15.,184
20285,자유게시판,AI전문가가 반려견의 암치료를 위해 AI활용,매일조금씩,2026.03.15.,35
20286,자유게시판,좋은 물 1탄 규소편,빙그르르르르르르,2026.03.15.,45
20287,정보 공유,[해외논문] 대장암에서 진균과 박테리아 관계와 상호 작용 - 2개 논문들 - 실천적 방안들도 있어요.,꿈많은사람2,2026.03.15.,109
20288,가입 인사,안녕하세요 동생이 뇌종양이라 제가 도와주려해요,또로링,2026.03.16.,177
20289,정보 공유,작가가 바라 보는 암의 원인과 치료법,브레이크쓰루우,2026.03.16.,129
20290,정보 공유,구충제 가격정보(인도) 입니다.,천천히00,2026.03.17.,236
20292,자유게시판,참담한 현대의학의 암치료법 현실,건강장수1,2026.03.17.,84
20293,정보 공유,개똥쑥(아르테수네이트) 장복시 빈혈주의,브레이크쓰루우,2026.03.18.,135
20294,자유게시판,재발 걱정 때문에 이뮤코텔 알아보고 있어요,봄도라지차,2026.03.18.,305
20295,자유게시판,좋은 물 2탄 수소수,빙그르르르르르르,2026.03.18.,63
20296,자유게시판,수소수와 항암제 생각,낙우,2026.03.18.,112
20297,기타 자가임상 후기,암세포에 3일간 비타민 K2 폭탄 투입,브레이크쓰루우,2026.03.18.,179
20298,자유게시판,공유합니다,또또리,2026.03.19.,84
20299,정보 공유,[실전편] 똑같은 용량을 경구 복용시 사람마다 다르게 나타나는 이유 - 해외 논문 보다가 급하게 올림,꿈많은사람2,2026.03.19.,130
20300,정보 공유,1시간46분짜리 한글더빙 wim hof 인터뷰입니다.,천천히00,2026.03.20.,74
20302,정보 공유,암 보충제의 90%가 효과 없는 이유와 환자들의 올바른 행동지침,브레이크쓰루우,2026.03.20.,122
20303,정보 공유,"[축하] 똥진이 회원님께서 책을 출판했어요 - 음파음파 생존법- 통증에 갇힌 사람들을 구출하는, 최초의 생존 지침서 - 예스 24에서 실시간 1위를 꿈꿔봅니다.",꿈많은사람2,2026.03.20.,121
20304,자유게시판,방사능 오염물질 제거에 특효인 천연식초,건강장수1,2026.03.21.,69
20305,정보 공유,항산화제가 종양전이 촉진 가능성 있다?,브레이크쓰루우,2026.03.21.,126
20306,정보 공유,"아스타잔틴 ,간암에 효과",브레이크쓰루우,2026.03.21.,112
20307,정보 공유,두얼굴의 물질 활성산소,브레이크쓰루우,2026.03.22.,148
20309,질문과 대답(QnA),유방암 메벤 단독투여시 용량 얼마 정도면 좋을까요?,베라ad첼룸,2026.03.23.,86
20310,정보 공유,유로리틴A (석류에 있는 물질)라는것도 있네요,브레이크쓰루우,2026.03.23.,32
20311,정보 공유,"[공유] 자연치유노력의 주요목적인 ""인슐린저항성 개선, 대사의 정상화""라는 측면에서 이를 돕는 가장 효과적인 보조요법들과 그 조합에 대하여...",브레이크쓰루우,2026.03.23.,58
20312,전립선암,긴여행의 마무리. 아버지의 별세,건강희망,2026.03.23.,238
20313,정보 공유,이버멕틴의 암세포 사멸 대사 기전,브레이크쓰루우,2026.03.24.,214
20314,자유게시판,* 암 이야기- 본인 암 철학인 통합의학적 암치료 개요,생명력,2026.03.24.,73
20315,설금홍,"시메티딘, 데스로라티딘, 로라티딘과 같은 항히스타민제가 암 치료에 어떤 역할을 할까?",설금홍,2026.03.24.,113
20316,가입 인사,안녕하세요.,향남초코보,2026.03.24.,67
20318,정보 공유,췌장암 4기 환자 종양 사라졌다… 외면받던 치료법이 희망된 까닭,브레이크쓰루우,2026.03.25.,233
20319,자유게시판,야채스프 - 폐암 말기를 이겨낸 신사분의 레시피,빙그르르르르르르,2026.03.26.,150
20320,전립선암,"지아이 이노베이션, 존슨앤존슨과 면역항암제 병용요법 개발위한 임상협력",브레이크쓰루우,2026.03.26.,45
20321,자유게시판,"이규황 한의사 래방,암등 난치병 식견 나눔",건강장수1,2026.03.26.,63
20322,정보 공유,(6박스20달러:배송비) 어제 주문넣은 구충제목록과 가격입니다.,천천히00,2026.03.27.,236
20323,정보 공유,"노화의 원인은 염증증가로 밝혀져,염증수치 체크와 감소시킬 방법 강구할 필요",브레이크쓰루우,2026.03.29.,99
20324,정보 공유,소화기 암에 AI 접목하여 판단 정확도 높인 강남세브란스,브레이크쓰루우,2026.03.29.,22
20326,자유게시판,현직의사로 재직시 잘 하시지 현직 은퇴후 양심고백...,건강장수1,2026.03.29.,140
20327,정보 공유,브로콜리 새싹에 들어 있는 설포라판의 암세포 살상능력과 가정재배하기,브레이크쓰루우,2026.03.29.,195
20328,정보 공유,[이론편] 용도변경된 약들 활용한 환자 중심형 암 임상시험 백서 - 사례연구 - 건강희망님 - 전립선암,꿈많은사람2,2026.03.29.,119
20329,자유게시판,암과 체중감소,낙우,2026.03.29.,135
20331,자유게시판,유료나눔 합니다,Wayout,2026.03.30.,195
20332,가입 인사,안녕하세요,운수 좋은 인생,2026.03.30.,68
20333,자유게시판,"에센셜오일 항암, 항염, 구충, 항진균까지",빙그르르르르르르,2026.03.31.,106
20334,위암,위 CT 판독결과 (제미나이 해석),브레이크쓰루우,2026.03.31.,79
20335,자유게시판,미세 플라스틱 해독법,빙그르르르르르르,2026.03.31.,78
20336,정보 공유,"[공유] ""약이 있는 것만으론 부족하다"" - 환자가 주도하는 약물 재창출의 미래, IDR26 컨퍼런스 소개 - 부럽다",꿈많은사람2,2026.03.31.,59
20337,정보 공유,[해외사이트] cancerpatientlab에서 소개된 https://opencancer.ai/  환자와 보호자가 복잡한 투병 과정을 더 쉽게 헤쳐 나갈 수 있도록 돕는 인공지능 기반 도구를 제공,꿈많은사람2,2026.04.01.,65
20338,정보 공유,이버멕틴의 항암치료 용량,세꼬시,2026.04.01.,259
20339,정보 공유,"지씨셀,차세대 CAR-NK 특허 출원",브레이크쓰루우,2026.04.01.,50
20340,정보 공유,"염증이 노화를 가속,오메가3 지방산이 염증제거 효과",브레이크쓰루우,2026.04.02.,89
20341,가입 인사,안녕하세요,봄날햇살같은,2026.04.02.,83
20342,자유게시판,유방암말기 개똥쑥 완치사례,빙그르르르르르르,2026.04.02.,179
20343,가입 인사,안녕하세요. 분홍앵초입니다.,앵초이모,2026.04.03.,187
20344,자유게시판,김자영 원장의 산성환경 설명,낙우,2026.04.03.,85
20345,자유게시판,췌장암 간전이 운모+열치료+항암제 사례,빙그르르르르르르,2026.04.03.,440
20346,정보 공유,짧은 고강도 운동이 암 사망율 대폭 낮춰(운동종양학),브레이크쓰루우,2026.04.04.,86
20347,정보 공유,항산화제의 산화 방지를 하려면 환원 역할을 하는 비타민C 가 필수다?(이왕재 박사),브레이크쓰루우,2026.04.05.,120
20348,자유게시판,"침, 뜸 항암효과 그리고 인체와 전기",빙그르르르르르르,2026.04.06.,93
20349,자유게시판,"암,퇴행성뇌질환,사경,투석 신부전 등 난치병 환우분들의 통증에 대한 대응방안",건강장수1,2026.04.06.,29
20350,가입 인사,"편도암 환자 김일영, 인사올립니다.",오하나2,2026.04.06.,64
20351,정보 공유,[초안] 항암 약리학 교과서 v1.1 - 암 환자와 보호자를 위한 약리학 자가학습 교과서 (가칭),꿈많은사람2,2026.04.06.,77
20352,자유게시판,"뇌암, 치매, 파킨슨 뇌질환 해결법",빙그르르르르르르,2026.04.06.,155
20354,자유게시판,공부는 이제 시작.....,운수 좋은 인생,2026.04.07.,72
20355,암 호전사례 정보,암 호전사례,봄날햇살같은,2026.04.07.,131
20356,자유게시판,이버멕틴 국립암센터 2024 특허 각 암종별 억제율,빙그르르르르르르,2026.04.08.,173
20357,암 호전사례 정보,nac 효능,봄날햇살같은,2026.04.08.,80
20358,자유게시판,강원도 정선군 달뜬골 청정자연 해발700 야생 서리태 메주 장담금,건강장수1,2026.04.08.,21
20359,자유게시판,당뇨,승이엄마,2026.04.08.,27
20360,정보 공유,[해외논문] 암 환자에서 이버멕틴과 메벤다졸의 실제 임상 결과: 전향적 관찰 코호트 연구 결과 - 2026년 4월 7일 발행 | 버전 v1,꿈많은사람2,2026.04.08.,191
20361,기생충정보,"해외논문] 구충제로 암 치료? 84%가 효과 봤다는 연구, 솔직히 믿어도 될까요?",지구별 여행자,2026.04.08.,130
20362,자유게시판,구충제카페에 개똥쑥 할인 혜택,빙그르르르르르르,2026.04.09.,126
20363,자유게시판,개똥쑥 33탄,빙그르르르르르르,2026.04.09.,113
20364,자유게시판,수면제 100배 효과 라는데..,봄날햇살같은,2026.04.09.,166
20365,가입 인사,가입인사,분홍앵초,2026.04.09.,95
20366,자유게시판,꽃 소식을 자주 전해주시던 bearskin2님 건강하신가요?,늘푸른행복나무,2026.04.09.,43
20367,신장암,신장암 0기 항암치료,자기수용,2026.04.09.,52
20368,정보 공유,"한방병원 종양내과 의사의 쑥,인진쑥,개똥쑥 설명",브레이크쓰루우,2026.04.09.,64
20369,자유게시판,암의 원인 무선전자파 순지트 1탄,빙그르르르르르르,2026.04.10.,55
20370,자유게시판,암을 치료하는 돌가루 운모,빙그르르르르르르,2026.04.10.,183
20371,가입 인사,안녕하세요,수원짜장이,2026.04.10.,34
20372,질문과 대답(QnA),제발 도움 부탁드립니다 ㅠㅠ,바닐라벤더,2026.04.10.,265
20373,자유게시판,개똥쑥환 15알과 이버맥틴,빙그르르르르르르,2026.04.10.,135
20374,자유게시판,개똥쑥 프로토콜 비타민C와 철분 영양제,빙그르르르르르르,2026.04.10.,108
20375,정보 공유,[조티펜스영상] 역시나 이번에도 2026년 상반기 Q&A를 직접 진행하셨습니다. 4월9일자 영상을 빠르게 올려드려요.,꿈많은사람2,2026.04.10.,95
20376,자유게시판,"솔잎 항암, 구충 연구논문 그리고 금강 소나무",빙그르르르르르르,2026.04.11.,62
20377,정보 공유,흔히 접할 수 있는 영양소가 암 치료 효과를 극대화할 수 있다,브레이크쓰루우,2026.04.11.,89
20378,질문과 대답(QnA),이버멕틴 복용,봄날햇살같은,2026.04.11.,139
20379,자유게시판,표고버섯의 관점과 기준에 따른 약성과 성분,건강장수1,2026.04.11.,56
20380,정보 공유,운모에 관한 한의서에 나온내용,브레이크쓰루우,2026.04.11.,103
20381,정보 공유,약인줄알고 먹었더니 독을 먹는다?,브레이크쓰루우,2026.04.11.,158
20382,자유게시판,베어스킨님께서 바쁘셔서 우리집 꽃을  올려봅니다,분홍앵초,2026.04.11.,88
20383,자유게시판,오늘도 힘든하루 한번 크게 웃어보고 주무세요.,rabbitskin2,2026.04.11.,43
20384,자유게시판,충주 3월의 정원,rabbitskin2,2026.04.11.,52
20385,질문과 대답(QnA),교모세포종 가족 계신가요,라이드,2026.04.12.,94
20386,자유게시판,이버멕틴과 개똥쑥 (타 까페 6년 전에 올린 글),낙우,2026.04.12.,199
20387,자유게시판,무료 뜸자리 잡기 행사를 진행하려합니다.,빙그르르르르르르,2026.04.12.,71
20388,자유게시판,무료 뜸자리 행사 모집 단톡방,빙그르르르르르르,2026.04.13.,68
20389,자유게시판,췌장암 환자 복막전이... 아로마오일 마사지 (빙그르르님 감사합니다.),울엄마딸,2026.04.13.,116
20391,자유게시판,유산균 영양제 주의,빙그르르르르르르,2026.04.14.,85
20392,질문과 대답(QnA),종양수치 증가,봄날햇살같은,2026.04.14.,100
20394,가입 인사,안녕하세요,하얀독수리,2026.04.14.,37
20395,자유게시판,내일 이 제 칠순 입니다ㅡㅎ,양준,2026.04.14.,79
20396,정보 공유,"[공유] GC지놈, 산전·암 진단 투트랙으로 글로벌 공략…연평균 14% 성장",브레이크쓰루우,2026.04.15.,29
20397,정보 공유,마늘한쪽항문에넣고30분후 기생충쏟아진다는 틱톡의사..,천천히00,2026.04.15.,141
20398,정보 공유,(공유) 암 이야기- 4기라도 실망하지 마라~,생명력,2026.04.15.,93
20399,자유게시판,개똥쑥 프로토콜 Upgrade ver 0.333,빙그르르르르르르,2026.04.15.,126
20400,자유게시판,카테고리2에서 해제한 의약품 12개,신풍,2026.04.16.,123
20401,자유게시판,각종암 및 퇴행성뇌질환 등 난치병 투병방식,건강장수1,2026.04.17.,56
20402,자유게시판,축하합니다! 가지3단계로 상승했습니다,분홍앵초,2026.04.17.,71
20403,가입 인사,안녕하세요.,꾸꾸00,2026.04.17.,19
